u,y(alpha=0.1),y(alpha=0.2),y(alpha=0.30000000000000004),y(alpha=0.4),y(alpha=0.5),y(alpha=0.6),y(alpha=0.7000000000000001),y(alpha=0.8),y(alpha=0.9),y(alpha=1.0)
-0.10000000000003517,-0.09999999371194335,-0.09997838900054656,-0.09966181245995531,-0.09863276828292356,-0.096789032568257,-0.0942599353769411,-0.09123034394890928,-0.08786632460803845,-0.08429827732069461,-0.08062348948869547
-3.552713678800501e-14,-3.552713678800501e-14,-3.530509218307998e-14,-3.530509218307998e-14,-3.4638958368304884e-14,-3.4638958368304884e-14,-3.352873534367973e-14,-3.2862601528904634e-14,-3.1308289294429414e-14,-2.9976021664879227e-14,-2.90878432451791e-14
0.09999999999996412,0.09999999832815587,0.099988881871371,0.09978277692819049,0.09901670937024187,0.09752365776638894,0.09535469684623288,0.09264592874708577,0.08954153448432711,0.08616661401592052,0.08262186849241804
0.19999999999996376,0.19999999792327516,0.19998342570598515,0.1996476209622593,0.19832649819104087,0.1956511645323198,0.19165711161510823,0.18656556239961142,0.18063615192458204,0.17410695623781747,0.16717752731239388
0.2999999999999634,0.29999999783520215,0.2999808898127534,0.29956654632235913,0.29785527571922343,0.29426672816077337,0.28876875537025737,0.28161832324668357,0.2731572219660914,0.26371834365846025,0.25359287604876646
0.39999999999996305,0.3999999978182911,0.3999797834920289,0.3995199374017633,0.39754374428625905,0.3932693329977559,0.3865608296383658,0.3776664911766068,0.36697487367601367,0.3548906663930602,0.3417843223623609
0.4999999999999627,0.499999997815487,0.4999793355564979,0.4994944520502216,0.49734542611557453,0.49257225580416053,0.4849151174810953,0.47457668198155,0.4619573214579151,0.4475071503223891,0.4316588931787917
0.5999999999999623,0.5999999978150966,0.5999791696869891,0.5994813280209972,0.5972247510650883,0.5921023546846029,0.5837246356264157,0.5722212306173223,0.557972238497218,0.5414452312409244,0.5231144413309132
0.699999999999962,0.6999999978150522,0.6999791145935833,0.699475045931236,0.6971552468492035,0.6917991769828368,0.6828940585851799,0.6704794666054306,0.6548881640121906,0.6365775364940679,0.6160399502661731
0.7999999999999616,0.799999997815048,0.799979098608293,0.7994723005080007,0.797117861321775,0.7916139272473873,0.7823399290971549,0.769238874315088,0.7525759338952528,0.7327729705721133,0.7103159378189146
0.8999999999999613,0.8999999978150475,0.8999790947051749,0.899471232598669,0.8970994370503867,0.8915083307352583,0.8819906708818501,0.8683961367950407,0.8509101296852453,0.8298979032310672,0.8058149582998083
0.9999999999999609,0.9999999978150471,0.9999790939461143,0.9994708765618583,0.9970913513959717,0.9914534219962643,0.9817864193542879,0.9678580682373766,0.9497705492309719,0.9278174635373562,0.9024022003159209
1.0999999999999606,1.0999999978150468,1.0999790938381975,1.099470780679345,1.097088330270807,1.0914282822430168,1.0816786833750838,1.0675424474351498,1.0490437159793125,1.0263969529713457,0.9999361758537925
1.1999999999999602,1.1999999978150464,1.1999790938284833,1.199470761820078,1.1970874403019782,1.1914187437428754,1.1816298454538174,1.1673787737605852,1.1486244672311514,1.125503410190246,1.0982694942874627
1.2999999999999599,1.299999997815046,1.2999790938280595,1.299470759581204,1.2970872619100156,1.2914160745658945,1.2816124971279403,1.267308980868268,1.2484177067477653,1.225007401324858,1.1972497131697453
1.3999999999999595,1.3999999978150457,1.399979093828054,1.3994707594763165,1.3970872444919782,1.3914156528171322,1.3816085848358999,1.3672881692289631,1.3483405090558478,1.324785208888943,1.2967202559849575
1.4999999999999591,1.4999999978150453,1.4999790938280537,1.4994707594757868,1.49708724419039,1.491415636051823,1.4816082885408832,1.4672854870268952,1.4483250638113965,1.4247218924150287,1.396521385539684
1.5999999999999588,1.599999997815045,1.5999790938280534,1.5994707594752984,1.5970872439777855,1.591415628961237,1.5816082293394274,1.567285278710897,1.5483244101577105,1.524717317877692,1.4964912203956564
1.6999999999999584,1.6999999978150446,1.6999790938280481,1.6994707593745613,1.6970872293122183,1.6914153506462324,1.6816063958857765,1.667278894684059,1.6483100774868207,1.6246948019153291,1.5964667807494666
1.799999999999958,1.7999999978150443,1.7999790938276248,1.799470757194059,1.7970870696475754,1.7914133018724634,1.781595624547105,1.7672453733390838,1.7482359515750023,1.7245665933983108,1.6962850494727817
1.8999999999999577,1.899999997815044,1.8999790938179215,1.899470738698063,1.8970862489873728,1.891405432628225,1.8815610396591196,1.867148887149863,1.8480348000876687,1.8242240402559953,1.7957840336686552
1.9999999999999574,1.9999999978150433,1.9999790937101016,1.9994706442746888,1.9970834142968754,1.991383811083066,1.98147878471053,1.9669398966992555,1.9476241491785529,1.9235473875155564,1.8948038120873176
2.099999999999957,2.099999997815043,2.099979092951605,2.099470292708819,2.0970757413140957,2.0913352966709233,2.081315083906105,2.066555956825149,2.0469092735301144,2.0224097810184833,1.993187554078903
2.1999999999999567,2.1999999978150426,2.199979089050954,2.19946923620534,2.1970581182135507,2.1912402224890055,2.1810255124315945,2.1659224330653113,2.145785318071761,2.1206798002719025,2.0907824964289254
2.2999999999999563,2.2999999978150383,2.2999790730744594,2.299466516280839,2.297022148256507,2.291071095495186,2.2805544372155993,2.2649532247911033,2.24413905848437,2.2182234179072085,2.1874408654010806
2.399999999999956,2.3999999978149944,2.3999790180078753,2.399460285792841,2.396954973838889,2.3907913270635843,2.3798346188203108,2.363551544827213,2.341850493231117,2.3149056651389026,2.283020732566625
2.4999999999999556,2.4999999978146037,2.4999788522107638,2.499447258378016,2.496837926504461,2.4903540112483347,2.478786978707376,2.4616107852250044,2.438794354666196,2.41059211563488,2.3773867944867204
2.5999999999999552,2.5999999978118,2.5999784044523824,2.5994219429752894,2.596645010855492,2.5897007734889703,2.577320543292303,2.5590154872240776,2.5348415806222673,2.5051502372159016,2.47041106798345
2.699999999999955,2.699999997794889,2.699977298531583,2.699375618078097,2.6963412352307428,2.6887607182825395,2.6753325797864282,2.6556424251052078,2.6298607639967715,2.5984506326542856,2.561973494532044
2.7999999999999545,2.7999999977068155,2.799974763482437,2.7992949982108386,2.795880808911594,2.787449510281826,2.7727089399240326,2.7513618067300767,2.723719584052326,2.690368177068656,2.651962449174425
2.899999999999954,2.899999997301935,2.899969308999749,2.8991605443991775,2.8952052348234067,2.8856686289958033,2.8693246267331975,2.8460385873417398,2.816286214596593,2.7807830524842414,2.740275151236369
2.999999999999954,2.999999995630126,2.9999581940651665,2.9989443719512803,2.9942413385135813,2.983304842305211,2.9650445967340104,2.9395338874012067,2.9074306987687564,2.869581676833745,2.8268179759738614
3.0999999999999535,3.0999999893420345,3.0999365888756976,3.0986077139422674,3.092899288761327,3.0802299477995563,3.059724805460467,3.031706499823425,2.9970262767916136,2.9566575234710477,2.9115066680299213
3.199999999999953,3.1999999675497284,3.199896295214087,3.1980979091595447,3.1910706824191752,3.176300832843289,3.153213498136143,3.122414467032196,3.084950651201193,3.041911827340153,2.9942664592089145
3.2999999999999527,3.299999897297864,3.299823847791888,3.297344901273689,3.2886267855562954,3.2713599035880634,3.2453527398808397,3.21151670392125,3.171087173420432,3.1252541748056766,3.075032094536381
3.3999999999999524,3.39999968496016,3.3996977689947965,3.3962572646088693,3.3854170437262043,3.3652359291680622,3.3359801712665393,3.2988746392561628,3.2553259358878126,3.2066029755019363,3.15374777184213
3.499999999999952,3.499999079173115,3.499484693523581,3.4947178145613567,3.4812679946421126,3.4577453394301965,3.4249309657577918,3.384353845445358,3.337564755121133,3.285885816182768,3.2303670011647814
3.5999999999999517,3.599997438527579,3.5991340222125947,3.5925789210841996,3.5759827343982944,3.54869400232249,3.5120399560444615,3.4678256250911073,3.417710032943924,3.3630396982971087,3.30485239111756
3.6999999999999513,3.69999319976931,3.698570715630512,3.6896577248224602,3.6693411005390204,3.637879490340628,3.5971438870656915,3.5491685224048055,3.495677485484263,3.4380111627571606,3.3771753699761518
3.799999999999951,3.7999827084947086,3.7976858166738965,3.7857315588173948,3.7611007379835657,3.725093824458318,3.6800837452453123,3.628269728482097,3.571392732329286,3.510756307014961,3.4473158496553564
3.8999999999999506,3.8999577410181643,3.896324330255774,3.8805340020126184,3.8509992029091435,3.8101266594684824,3.760707106729518,3.705026351566697,3.6447917412390813,3.5812407010501532,3.515261840943497
3.9999999999999503,3.99990042786439,3.9942702412573907,3.9737521259076716,3.9387572311457033,3.892768847896732,3.8388704428103795,3.7793465267052264,3.715821126949613,3.649439210146601,3.5810090283785603
4.09999999999995,4.0997731816783425,4.091228799988718,4.065025625684843,4.024083248323741,3.972816292386972,3.9144413187052867,3.851150343463849,3.7844383056913053,3.71533573336516,3.6445603129979216
4.1999999999999496,4.199499326591898,4.186806855446928,4.153948624022592,4.106679127692312,4.0500739708901685,3.9873004227612903,3.9203705754408227,3.8506115099960936,3.7789228673866173,3.705925330896991
4.299999999999949,4.298927028808873,4.280493088709569,4.240074960206298,4.186247109848468,4.124359997535737,4.057343367088624,3.9869532009249866,3.9143196710553734,3.8402015058980283,3.765119955115152
4.399999999999949,4.397764571623972,4.371641566636679,4.322927681681332,4.262497691998189,4.1955095671329445,4.124482207504846,4.050857709950283,3.975552178239224,3.899180384934359,3.8221657878544475
4.4999999999999485,4.495469693018039,4.459464018611714,4.402013193868381,4.3351581822993595,4.263378624912058,4.188646640173628,4.112057198904873,4.034308527330621,3.9558755845817997,3.877089649451361
4.599999999999948,4.591073757342212,4.54303822024036,4.47684006837244,4.40398151044271,4.327847106808935,4.249784843932001,4.170538259504577,4.090597870527596,4.010309997222889,3.9299230698875096
4.699999999999948,4.6829363828930965,4.621340905454366,4.546941869498073,4.468754804191458,4.388821609862673,4.3078639503386675,4.226300674095991,4.144438482304888,4.06251277208541,3.9807017879617397
4.799999999999947,4.768488523619592,4.693312229633397,4.611902601556901,4.5293071981556405,4.446237376619575,4.362870137164233,4.279356933717159,4.195857155809357,4.112518745278902,4.029465262572743
4.899999999999947,4.844170809564365,4.7579533801068195,4.671382636556773,4.585516347398931,4.500059510233372,4.4148083545698835,4.329731598966008,4.244888544613252,4.160367863797841,4.076256199893925
4.999999999999947,4.905966754262457,4.814448950753352,4.725142433340256,4.6373131801649885,4.5502833757077354,4.4637017058104345,4.377460526417667,4.291574464405079,4.206104611172439,4.121120099574428
5.099999999999946,4.950849016299314,4.862293246276057,4.77306118891126,4.684684538464236,4.596934184282063,4.509590515278942,4.422589985055913,4.335963168608883,4.249777441588321,4.164104822482923
5.199999999999946,4.978629407647038,4.901390069059851,4.815147895214128,4.727673511239931,4.640065798890056,4.552531125563741,4.465175687959007,4.378108611046684,4.291438228404392,4.205260181932555
5.299999999999946,4.9926239504463705,4.932095362876737,4.851543116887942,4.766377443939621,4.679758835647533,4.592594471579265,4.505281764369268,4.4180697076567625,4.331141732100281,4.244637559792331
5.399999999999945,4.998086645183181,4.955184767133227,4.88251102184886,4.800943788179177,4.716118166708201,4.6298644836184355,4.542979696378557,4.455909608014112,4.368945091803281,4.282289548406505
5.499999999999945,4.999650533499081,4.971750119370988,4.908422536615391,4.831564113559891,4.749269951639141,4.664436372402576,4.578347242904314,4.491694986027792,4.404907343698454,4.318269618811197
5.599999999999945,4.9999584397983,4.983050615757456,4.929731671758301,4.858466722490078,4.779358336756922,4.696414848081494,4.611467371553438,4.525495357767894,4.43908896882934,4.352631815357342
5.699999999999944,4.999997068945033,4.9903558846535825,4.946947830548307,4.881908377045887,4.806541964655432,4.725912321993478,4.642427216520128,4.557382432950515,4.471551472061488,4.385430476520323
5.799999999999944,4.999999890288989,4.994815683763549,4.960607156330156,4.902165661736705,4.830990430329169,4.753047135246535,4.671317077980668,4.587429505223566,4.502356993314516,4.41671998139755
5.8999999999999435,4.999999998088325,4.997377581622765,4.97124571163987,4.91952647246683,4.852880807377197,4.777941852281584,4.698229475663943,4.615710885082748,4.531567951575031,4.4465545211633
5.999999999999943,4.99999999998671,4.99875703662216,4.979376645459387,4.934282050662646,4.872394349673688,4.800721650978938,4.723258266506119,4.642301378030778,4.559246721684266,4.474987894561952
6.099999999999945,4.99999999999997,4.999450426878048,4.9854726782890975,4.946719886135394,4.889713452645279,4.821512833992166,4.746497833636823,4.667275809492187,4.585455343450181,4.502073326373027
6.1999999999999424,5.0,4.999774384767514,4.989954396801718,4.957117706785632,4.905018935836873,4.840441479203923,4.76804235146711,4.690708597021657,4.610255262261829,4.527863307669989
6.29999999999994,5.0,4.999914423829454,4.993184134909659,4.965738669966543,4.91848768644151,4.857632240791803,4.787985129410591,4.712673369501258,4.633707100080009,4.552409456616008
6.399999999999942,5.0,4.999970163633657,4.995464700703442,4.972827778400552,4.9302906832151745,4.87320730658858,4.806418034803103,4.733242632311225,4.655870455437969,4.575762398489568
6.499999999999943,5.0,4.999990489213649,4.997041908603983,4.978609468694561,4.940591402588938,4.887285512365403,4.823430993910668,4.752487476876003,4.676803730903558,4.597971663607434
6.599999999999941,5.0,4.999997243651187,4.998109773143564,4.983286265177338,4.949544594335611,4.899981609436242,4.839111568533225,4.770477332525349,4.6965639863238815,4.6190856018081785
6.699999999999939,5.0,4.999999277947138,4.998817272382858,4.987038355827733,4.957295403015996,4.911405678596581,4.853544604613852,4.787279758259682,4.715206816088988,4.639151312172989
6.79999999999994,5.0,4.999999830062537,4.9992757442814835,4.990023928502065,4.963978803524423,4.921662680842756,4.866811948432161,4.802960271758994,4.732786248606469,4.658214586688645
6.899999999999942,5.0,4.999999964292495,4.999566189520841,4.992380101495979,4.969719314088908,4.930852133510282,4.878992225372457,4.81758221281367,4.749354666168109,4.676319866597495
6.99999999999994,5.0,4.999999993345126,4.999745978423759,4.994224289289906,4.974630947654852,4.9390678993369965,4.890160675884095,4.831206638271704,4.764962743407436,4.693510210228489
7.0999999999999375,5.0,4.999999998907346,4.999854667551897,4.995655858798535,4.978817362235354,4.9463980754048364,4.900389043063873,4.84389224557817,4.779659402587912,4.709827271159501
7.199999999999939,5.0,4.999999999843061,4.999918804370401,4.99675795060374,4.982372172081029,4.952924968842663,4.909745506258131,4.855695322018308,4.793491784021082,4.725311285622376
7.29999999999994,5.0,4.9999999999804245,4.999955727358597,4.997599361034649,4.985379383970686,4.958725146484113,4.918294655176977,4.866669716854785,4.806505229987781,4.740001068126636
7.399999999999938,5.0,4.999999999997895,4.999976453642943,4.9982364026546655,4.987913926163019,4.963869546277645,4.926097499207566,4.876866833662909,4.818743280620028,4.7539340143441375
7.499999999999936,5.0,4.999999999999806,4.999987791884346,4.998714681335131,4.990042241249952,4.968423639058769,4.933211506883435,4.88633564030652,4.83024768029313,4.767146110363891
7.5999999999999375,5.0,4.999999999999985,4.999993833202506,4.999070746714816,4.991822918048934,4.972447630245755,4.939690670790908,4.895122694154379,4.841058393173952,4.779671947492837
7.699999999999939,5.0,4.999999999999998,4.99999696677306,4.999333588925914,4.993307341558836,4.975996692050434,4.945585593553073,4.903272180305738,4.851213626670107,4.791544741843712
7.799999999999937,5.0,5.0,4.99999854811953,4.999525967779583,4.994540343731536,4.979121217856318,4.950943590911067,4.910825960769014,4.860749861623878,4.802796358014598
7.899999999999935,5.0,5.0,4.999999324099551,4.999665571147215,4.995560841274797,4.981867091469321,4.955808808308733,4.917823632714663,4.869701888192461,4.8134573362258175
7.999999999999936,5.0,5.0,4.999999694152935,4.999766007211882,4.996402449836658,4.9842759649631345,4.9602223477697205,4.924302594098741,4.87810284645142,4.823556922338176
8.099999999999937,5.0,5.0,4.999999865557042,4.999837640869698,4.997094066693028,4.986385539801085,4.964222402228062,4.930298115124524,4.885984270849994,4.833123100231849
8.199999999999935,5.0,5.0,4.999999942624686,4.999888288165826,4.9976604164577605,4.988229846805455,4.967844394828098,4.935843414173645,4.893376137734393,4.842182626077291
8.299999999999933,5.0,5.0,4.999999976242258,4.999923784611294,4.998122556365385,4.989839521355403,4.971121121043242,4.94096973699395,4.900306915238033,4.8507610640783385
8.399999999999935,5.0,5.0,4.999999990460692,4.999948443896782,4.998498339359527,4.991242070922115,4.974082891772811,4.945706438077563,4.9068036149152965,4.858882823313156
8.499999999999936,5.0,5.0,4.999999996288091,4.999965423226355,4.998802834582347,4.992462132694137,4.976757675860318,4.950081063298772,4.912891844567787,4.866571195340809
8.599999999999934,5.0,5.0,4.999999998601114,4.999977010528055,4.999048705933678,4.99352171960934,4.979171240734784,4.954119433007008,4.918595861779123,4.873848392280168
8.699999999999932,5.0,5.0,4.999999999489722,4.999984847405423,4.999246550186919,4.9944404535963525,4.981347290108861,4.957845724885216,4.923938627735968,4.880735585103617
8.799999999999933,5.0,5.0,4.999999999819945,4.999990100073285,4.99940519674662,4.995235785242981,4.983307597874603,4.9612825559885625,4.928941860969581,4.88725294192073
8.899999999999935,5.0,5.0,4.999999999938581,4.999993588825796,4.9995319715431314,4.995923199457927,4.985072137520736,4.964451063472929,4.933626090703571,4.893419666056988
8.999999999999932,5.0,5.0,4.999999999979758,4.999995884926326,4.999632927814133,4.996516406981165,4.9866592065556645,4.967370983607427,4.93801070954026,4.89925403375965
9.09999999999993,5.0,5.0,4.999999999993559,4.9999973822626185,4.999713046650005,4.997027521834276,4.988085545559792,4.9700607287408545,4.942114025260111,4.90477343138748
9.199999999999932,5.0,5.0,4.999999999998022,4.999998349722015,4.999776410205609,4.997467224990695,4.989366451610768,4.9725374619589955,4.945953311546479,4.909994391963112
9.299999999999933,5.0,5.0,4.999999999999414,4.999998969032389,4.99982635042819,4.997844914693506,4.990515885927699,4.974817169228794,4.949544857481708,4.9149326309867325
9.399999999999931,5.0,5.0,4.999999999999833,4.999999361788983,4.999865576039188,4.998168843960409,4.991546575666916,4.976914728877077,4.95290401569064,4.919603081427555
9.499999999999929,5.0,5.0,4.999999999999954,4.999999608538038,4.99989628035403,4.998446245897081,4.992470109874219,4.978843978296509,4.956045249034198,4.924019927825411
9.59999999999993,5.0,5.0,4.999999999999988,4.999999762099348,4.999920232342173,4.998683447495915,4.9932970296582075,4.980617777810285,4.9589821757791315,4.928196639448907
9.699999999999932,5.0,5.0,4.9999999999999964,4.999999856762267,4.999938853131617,4.998885972631422,4.994036912697875,4.982248071660359,4.961727613190542,4.932146002469049
9.79999999999993,5.0,5.0,4.999999999999999,4.999999914562194,4.99995327995693,4.999058634979935,4.994698452236406,4.983745946112366,4.964293619511727,4.935880151118262
9.899999999999928,5.0,5.0,5.0,4.999999949516572,4.999964419344823,4.9992056215931875,4.9952895307434275,4.985121684694226,4.966691534311387,4.939410597814353
